26-02-2021      09:32          0       0.46     -32.15      18.79      12.48     -28.30      21.02      13.82     -22.07      12.49      14.14
26-02-2021      09:33          0       0.46     -31.53      18.76      12.57     -28.50      20.92      13.74     -22.45      12.49      14.17
26-02-2021      09:34          0       0.46     -30.97      18.72      12.65     -28.73      20.82      13.65     -22.86      12.51      14.21
26-02-2021      09:35          0       0.46     -30.81      18.68      12.70     -29.40      20.69      13.51     -23.67      12.62      14.28
26-02-2021      09:36          0       0.46     -29.69      18.65      12.81     -28.99      20.65      13.51     -23.47      12.49      14.25
26-02-2021      09:37          0       0.46     -29.16      18.61      12.89     -29.20      20.55      13.42     -23.85      12.49      14.28
26-02-2021      09:38          0       0.46     -28.72      18.57      12.95     -29.50      20.45      13.33     -24.29      12.51      14.32
26-02-2021      09:39          0       0.46     -27.83      18.54      13.05     -29.32      20.38      13.30     -24.32      12.44      14.31
26-02-2021      09:40          0       0.46     -26.75      18.50      13.16     -28.79      20.36      13.32     -24.01      12.28      14.28
26-02-2021      09:41          0       0.46     -26.81      18.37      13.18     -28.43      20.31      13.31     -23.88      12.17      14.26
26-02-2021      09:42          0       0.46     -27.51      18.23      13.14     -28.67      20.21      13.22     -24.27      12.18      14.29
26-02-2021      09:43          0        nan     -28.11      18.09      13.11     -28.81      20.12      13.15     -24.57      12.17      14.31
26-02-2021      09:44          0        nan     -28.81      17.95      13.07     -29.05      20.02      13.06     -24.97      12.17      14.33
26-02-2021      09:45          0        nan     -29.63      17.80      13.02     -29.41      19.91      12.95     -25.46      12.20      14.36
26-02-2021      09:46          0        nan     -29.97      17.67      13.01     -29.90      19.76      12.81     -25.56      12.14      14.36
26-02-2021      09:47          0        nan     -30.18      17.54      13.01     -30.25      19.62      12.69     -25.55      12.05      14.36
26-02-2021      09:48          0        nan     -30.36      17.41      13.02     -30.57      19.48      12.57     -25.51      11.97      14.35
26-02-2021      09:49          0        nan     -30.88      17.28      12.99     -31.22      19.32      12.40     -25.75      11.94      14.36
26-02-2021      09:50          0        nan     -31.64      17.13      12.94     -32.11      19.12      12.20     -26.27      11.93      14.41
26-02-2021      09:51          0        nan     -31.83      17.00      12.95     -32.45      18.99      12.08     -26.60      11.78      14.51
26-02-2021      09:52          0        nan     -32.22      16.87      12.93     -32.97      18.83      11.93     -27.09      11.66      14.62
